origin_city,origin_state,destination_city,destination_state,lane_set,why_this_lane
Salt Lake City,UT,Houston,TX,tier1_core,high demand metro to metro lane
Salt Lake City,UT,San Antonio,TX,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Austin,TX,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Kansas City,MO,tier1_core,high demand metro to metro lane
Salt Lake City,UT,St Louis,MO,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Chicago,IL,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Indianapolis,IN,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Columbus,OH,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Cincinnati,OH,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Cleveland,OH,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Detroit,MI,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Minneapolis,MN,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Milwaukee,WI,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Nashville,TN,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Memphis,TN,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Atlanta,GA,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Charlotte,NC,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Raleigh,NC,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Jacksonville,FL,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Orlando,FL,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Tampa,FL,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Miami,FL,tier1_core,high demand metro to metro lane
Salt Lake City,UT,New York,NY,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Newark,NJ,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Philadelphia,PA,tier1_core,high demand metro to metro lane
Salt Lake City,UT,Baltimore,MD,tier1_core,high demand metro to metro lane
Denver,CO,Los Angeles,CA,tier1_core,high demand metro to metro lane
Denver,CO,Long Beach,CA,tier1_core,high demand metro to metro lane
Denver,CO,San Francisco,CA,tier1_core,high demand metro to metro lane
Denver,CO,Oakland,CA,tier1_core,high demand metro to metro lane
Denver,CO,San Diego,CA,tier1_core,high demand metro to metro lane
Denver,CO,Phoenix,AZ,tier1_core,high demand metro to metro lane
Denver,CO,Las Vegas,NV,tier1_core,high demand metro to metro lane
Denver,CO,Seattle,WA,tier1_core,high demand metro to metro lane
Denver,CO,Tacoma,WA,tier1_core,high demand metro to metro lane
Denver,CO,Portland,OR,tier1_core,high demand metro to metro lane
Denver,CO,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Denver,CO,Dallas,TX,tier1_core,high demand metro to metro lane
Denver,CO,Fort Worth,TX,tier1_core,high demand metro to metro lane
Denver,CO,Houston,TX,tier1_core,high demand metro to metro lane
Denver,CO,San Antonio,TX,tier1_core,high demand metro to metro lane
Denver,CO,Austin,TX,tier1_core,high demand metro to metro lane
Denver,CO,Kansas City,MO,tier1_core,high demand metro to metro lane
Denver,CO,St Louis,MO,tier1_core,high demand metro to metro lane
Denver,CO,Chicago,IL,tier1_core,high demand metro to metro lane
Denver,CO,Indianapolis,IN,tier1_core,high demand metro to metro lane
Denver,CO,Columbus,OH,tier1_core,high demand metro to metro lane
Denver,CO,Cincinnati,OH,tier1_core,high demand metro to metro lane
Denver,CO,Cleveland,OH,tier1_core,high demand metro to metro lane
Denver,CO,Detroit,MI,tier1_core,high demand metro to metro lane
Denver,CO,Minneapolis,MN,tier1_core,high demand metro to metro lane
Denver,CO,Milwaukee,WI,tier1_core,high demand metro to metro lane
Denver,CO,Nashville,TN,tier1_core,high demand metro to metro lane
Denver,CO,Memphis,TN,tier1_core,high demand metro to metro lane
Denver,CO,Atlanta,GA,tier1_core,high demand metro to metro lane
Denver,CO,Charlotte,NC,tier1_core,high demand metro to metro lane
Denver,CO,Raleigh,NC,tier1_core,high demand metro to metro lane
Denver,CO,Jacksonville,FL,tier1_core,high demand metro to metro lane
Denver,CO,Orlando,FL,tier1_core,high demand metro to metro lane
Denver,CO,Tampa,FL,tier1_core,high demand metro to metro lane
Denver,CO,Miami,FL,tier1_core,high demand metro to metro lane
Denver,CO,New York,NY,tier1_core,high demand metro to metro lane
Denver,CO,Newark,NJ,tier1_core,high demand metro to metro lane
Denver,CO,Philadelphia,PA,tier1_core,high demand metro to metro lane
Denver,CO,Baltimore,MD,tier1_core,high demand metro to metro lane
Dallas,TX,Los Angeles,CA,tier1_core,high demand metro to metro lane
Dallas,TX,Long Beach,CA,tier1_core,high demand metro to metro lane
Dallas,TX,San Francisco,CA,tier1_core,high demand metro to metro lane
Dallas,TX,Oakland,CA,tier1_core,high demand metro to metro lane
Dallas,TX,San Diego,CA,tier1_core,high demand metro to metro lane
Dallas,TX,Phoenix,AZ,tier1_core,high demand metro to metro lane
Dallas,TX,Las Vegas,NV,tier1_core,high demand metro to metro lane
Dallas,TX,Seattle,WA,tier1_core,high demand metro to metro lane
Dallas,TX,Tacoma,WA,tier1_core,high demand metro to metro lane
Dallas,TX,Portland,OR,tier1_core,high demand metro to metro lane
Dallas,TX,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Dallas,TX,Denver,CO,tier1_core,high demand metro to metro lane
Dallas,TX,Fort Worth,TX,tier1_core,high demand metro to metro lane
Dallas,TX,Houston,TX,tier1_core,high demand metro to metro lane
Dallas,TX,San Antonio,TX,tier1_core,high demand metro to metro lane
Dallas,TX,Austin,TX,tier1_core,high demand metro to metro lane
Dallas,TX,Kansas City,MO,tier1_core,high demand metro to metro lane
Dallas,TX,St Louis,MO,tier1_core,high demand metro to metro lane
Dallas,TX,Chicago,IL,tier1_core,high demand metro to metro lane
Dallas,TX,Indianapolis,IN,tier1_core,high demand metro to metro lane
Dallas,TX,Columbus,OH,tier1_core,high demand metro to metro lane
Dallas,TX,Cincinnati,OH,tier1_core,high demand metro to metro lane
Dallas,TX,Cleveland,OH,tier1_core,high demand metro to metro lane
Dallas,TX,Detroit,MI,tier1_core,high demand metro to metro lane
Dallas,TX,Minneapolis,MN,tier1_core,high demand metro to metro lane
Dallas,TX,Milwaukee,WI,tier1_core,high demand metro to metro lane
Dallas,TX,Nashville,TN,tier1_core,high demand metro to metro lane
Dallas,TX,Memphis,TN,tier1_core,high demand metro to metro lane
Dallas,TX,Atlanta,GA,tier1_core,high demand metro to metro lane
Dallas,TX,Charlotte,NC,tier1_core,high demand metro to metro lane
Dallas,TX,Raleigh,NC,tier1_core,high demand metro to metro lane
Dallas,TX,Jacksonville,FL,tier1_core,high demand metro to metro lane
Dallas,TX,Orlando,FL,tier1_core,high demand metro to metro lane
Dallas,TX,Tampa,FL,tier1_core,high demand metro to metro lane
Dallas,TX,Miami,FL,tier1_core,high demand metro to metro lane
Dallas,TX,New York,NY,tier1_core,high demand metro to metro lane
Dallas,TX,Newark,NJ,tier1_core,high demand metro to metro lane
Dallas,TX,Philadelphia,PA,tier1_core,high demand metro to metro lane
Dallas,TX,Baltimore,MD,tier1_core,high demand metro to metro lane
Fort Worth,TX,Los Angeles,CA,tier1_core,high demand metro to metro lane
Fort Worth,TX,Long Beach,CA,tier1_core,high demand metro to metro lane
Fort Worth,TX,San Francisco,CA,tier1_core,high demand metro to metro lane
Fort Worth,TX,Oakland,CA,tier1_core,high demand metro to metro lane
Fort Worth,TX,San Diego,CA,tier1_core,high demand metro to metro lane
Fort Worth,TX,Phoenix,AZ,tier1_core,high demand metro to metro lane
Fort Worth,TX,Las Vegas,NV,tier1_core,high demand metro to metro lane
Fort Worth,TX,Seattle,WA,tier1_core,high demand metro to metro lane
Fort Worth,TX,Tacoma,WA,tier1_core,high demand metro to metro lane
Fort Worth,TX,Portland,OR,tier1_core,high demand metro to metro lane
Fort Worth,TX,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Fort Worth,TX,Denver,CO,tier1_core,high demand metro to metro lane
Fort Worth,TX,Dallas,TX,tier1_core,high demand metro to metro lane
Fort Worth,TX,Houston,TX,tier1_core,high demand metro to metro lane
Fort Worth,TX,San Antonio,TX,tier1_core,high demand metro to metro lane
Fort Worth,TX,Austin,TX,tier1_core,high demand metro to metro lane
Fort Worth,TX,Kansas City,MO,tier1_core,high demand metro to metro lane
Fort Worth,TX,St Louis,MO,tier1_core,high demand metro to metro lane
Fort Worth,TX,Chicago,IL,tier1_core,high demand metro to metro lane
Fort Worth,TX,Indianapolis,IN,tier1_core,high demand metro to metro lane
Fort Worth,TX,Columbus,OH,tier1_core,high demand metro to metro lane
Fort Worth,TX,Cincinnati,OH,tier1_core,high demand metro to metro lane
Fort Worth,TX,Cleveland,OH,tier1_core,high demand metro to metro lane
Fort Worth,TX,Detroit,MI,tier1_core,high demand metro to metro lane
Fort Worth,TX,Minneapolis,MN,tier1_core,high demand metro to metro lane
Fort Worth,TX,Milwaukee,WI,tier1_core,high demand metro to metro lane
Fort Worth,TX,Nashville,TN,tier1_core,high demand metro to metro lane
Fort Worth,TX,Memphis,TN,tier1_core,high demand metro to metro lane
Fort Worth,TX,Atlanta,GA,tier1_core,high demand metro to metro lane
Fort Worth,TX,Charlotte,NC,tier1_core,high demand metro to metro lane
Fort Worth,TX,Raleigh,NC,tier1_core,high demand metro to metro lane
Fort Worth,TX,Jacksonville,FL,tier1_core,high demand metro to metro lane
Fort Worth,TX,Orlando,FL,tier1_core,high demand metro to metro lane
Fort Worth,TX,Tampa,FL,tier1_core,high demand metro to metro lane
Fort Worth,TX,Miami,FL,tier1_core,high demand metro to metro lane
Fort Worth,TX,New York,NY,tier1_core,high demand metro to metro lane
Fort Worth,TX,Newark,NJ,tier1_core,high demand metro to metro lane
Fort Worth,TX,Philadelphia,PA,tier1_core,high demand metro to metro lane
Fort Worth,TX,Baltimore,MD,tier1_core,high demand metro to metro lane
Houston,TX,Los Angeles,CA,tier1_core,high demand metro to metro lane
Houston,TX,Long Beach,CA,tier1_core,high demand metro to metro lane
Houston,TX,San Francisco,CA,tier1_core,high demand metro to metro lane
Houston,TX,Oakland,CA,tier1_core,high demand metro to metro lane
Houston,TX,San Diego,CA,tier1_core,high demand metro to metro lane
Houston,TX,Phoenix,AZ,tier1_core,high demand metro to metro lane
Houston,TX,Las Vegas,NV,tier1_core,high demand metro to metro lane
Houston,TX,Seattle,WA,tier1_core,high demand metro to metro lane
Houston,TX,Tacoma,WA,tier1_core,high demand metro to metro lane
Houston,TX,Portland,OR,tier1_core,high demand metro to metro lane
Houston,TX,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Houston,TX,Denver,CO,tier1_core,high demand metro to metro lane
Houston,TX,Dallas,TX,tier1_core,high demand metro to metro lane
Houston,TX,Fort Worth,TX,tier1_core,high demand metro to metro lane
Houston,TX,San Antonio,TX,tier1_core,high demand metro to metro lane
Houston,TX,Austin,TX,tier1_core,high demand metro to metro lane
Houston,TX,Kansas City,MO,tier1_core,high demand metro to metro lane
Houston,TX,St Louis,MO,tier1_core,high demand metro to metro lane
Houston,TX,Chicago,IL,tier1_core,high demand metro to metro lane
Houston,TX,Indianapolis,IN,tier1_core,high demand metro to metro lane
Houston,TX,Columbus,OH,tier1_core,high demand metro to metro lane
Houston,TX,Cincinnati,OH,tier1_core,high demand metro to metro lane
Houston,TX,Cleveland,OH,tier1_core,high demand metro to metro lane
Houston,TX,Detroit,MI,tier1_core,high demand metro to metro lane
Houston,TX,Minneapolis,MN,tier1_core,high demand metro to metro lane
Houston,TX,Milwaukee,WI,tier1_core,high demand metro to metro lane
Houston,TX,Nashville,TN,tier1_core,high demand metro to metro lane
Houston,TX,Memphis,TN,tier1_core,high demand metro to metro lane
Houston,TX,Atlanta,GA,tier1_core,high demand metro to metro lane
Houston,TX,Charlotte,NC,tier1_core,high demand metro to metro lane
Houston,TX,Raleigh,NC,tier1_core,high demand metro to metro lane
Houston,TX,Jacksonville,FL,tier1_core,high demand metro to metro lane
Houston,TX,Orlando,FL,tier1_core,high demand metro to metro lane
Houston,TX,Tampa,FL,tier1_core,high demand metro to metro lane
Houston,TX,Miami,FL,tier1_core,high demand metro to metro lane
Houston,TX,New York,NY,tier1_core,high demand metro to metro lane
Houston,TX,Newark,NJ,tier1_core,high demand metro to metro lane
Houston,TX,Philadelphia,PA,tier1_core,high demand metro to metro lane
Houston,TX,Baltimore,MD,tier1_core,high demand metro to metro lane
San Antonio,TX,Los Angeles,CA,tier1_core,high demand metro to metro lane
San Antonio,TX,Long Beach,CA,tier1_core,high demand metro to metro lane
San Antonio,TX,San Francisco,CA,tier1_core,high demand metro to metro lane
San Antonio,TX,Oakland,CA,tier1_core,high demand metro to metro lane
San Antonio,TX,San Diego,CA,tier1_core,high demand metro to metro lane
San Antonio,TX,Phoenix,AZ,tier1_core,high demand metro to metro lane
San Antonio,TX,Las Vegas,NV,tier1_core,high demand metro to metro lane
San Antonio,TX,Seattle,WA,tier1_core,high demand metro to metro lane
San Antonio,TX,Tacoma,WA,tier1_core,high demand metro to metro lane
San Antonio,TX,Portland,OR,tier1_core,high demand metro to metro lane
San Antonio,TX,Salt Lake City,UT,tier1_core,high demand metro to metro lane
San Antonio,TX,Denver,CO,tier1_core,high demand metro to metro lane
San Antonio,TX,Dallas,TX,tier1_core,high demand metro to metro lane
San Antonio,TX,Fort Worth,TX,tier1_core,high demand metro to metro lane
San Antonio,TX,Houston,TX,tier1_core,high demand metro to metro lane
San Antonio,TX,Austin,TX,tier1_core,high demand metro to metro lane
San Antonio,TX,Kansas City,MO,tier1_core,high demand metro to metro lane
San Antonio,TX,St Louis,MO,tier1_core,high demand metro to metro lane
San Antonio,TX,Chicago,IL,tier1_core,high demand metro to metro lane
San Antonio,TX,Indianapolis,IN,tier1_core,high demand metro to metro lane
San Antonio,TX,Columbus,OH,tier1_core,high demand metro to metro lane
San Antonio,TX,Cincinnati,OH,tier1_core,high demand metro to metro lane
San Antonio,TX,Cleveland,OH,tier1_core,high demand metro to metro lane
San Antonio,TX,Detroit,MI,tier1_core,high demand metro to metro lane
San Antonio,TX,Minneapolis,MN,tier1_core,high demand metro to metro lane
San Antonio,TX,Milwaukee,WI,tier1_core,high demand metro to metro lane
San Antonio,TX,Nashville,TN,tier1_core,high demand metro to metro lane
San Antonio,TX,Memphis,TN,tier1_core,high demand metro to metro lane
San Antonio,TX,Atlanta,GA,tier1_core,high demand metro to metro lane
San Antonio,TX,Charlotte,NC,tier1_core,high demand metro to metro lane
San Antonio,TX,Raleigh,NC,tier1_core,high demand metro to metro lane
San Antonio,TX,Jacksonville,FL,tier1_core,high demand metro to metro lane
San Antonio,TX,Orlando,FL,tier1_core,high demand metro to metro lane
San Antonio,TX,Tampa,FL,tier1_core,high demand metro to metro lane
San Antonio,TX,Miami,FL,tier1_core,high demand metro to metro lane
San Antonio,TX,New York,NY,tier1_core,high demand metro to metro lane
San Antonio,TX,Newark,NJ,tier1_core,high demand metro to metro lane
San Antonio,TX,Philadelphia,PA,tier1_core,high demand metro to metro lane
San Antonio,TX,Baltimore,MD,tier1_core,high demand metro to metro lane
Austin,TX,Los Angeles,CA,tier1_core,high demand metro to metro lane
Austin,TX,Long Beach,CA,tier1_core,high demand metro to metro lane
Austin,TX,San Francisco,CA,tier1_core,high demand metro to metro lane
Austin,TX,Oakland,CA,tier1_core,high demand metro to metro lane
Austin,TX,San Diego,CA,tier1_core,high demand metro to metro lane
Austin,TX,Phoenix,AZ,tier1_core,high demand metro to metro lane
Austin,TX,Las Vegas,NV,tier1_core,high demand metro to metro lane
Austin,TX,Seattle,WA,tier1_core,high demand metro to metro lane
Austin,TX,Tacoma,WA,tier1_core,high demand metro to metro lane
Austin,TX,Portland,OR,tier1_core,high demand metro to metro lane
Austin,TX,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Austin,TX,Denver,CO,tier1_core,high demand metro to metro lane
Austin,TX,Dallas,TX,tier1_core,high demand metro to metro lane
Austin,TX,Fort Worth,TX,tier1_core,high demand metro to metro lane
Austin,TX,Houston,TX,tier1_core,high demand metro to metro lane
Austin,TX,San Antonio,TX,tier1_core,high demand metro to metro lane
Austin,TX,Kansas City,MO,tier1_core,high demand metro to metro lane
Austin,TX,St Louis,MO,tier1_core,high demand metro to metro lane
Austin,TX,Chicago,IL,tier1_core,high demand metro to metro lane
Austin,TX,Indianapolis,IN,tier1_core,high demand metro to metro lane
Austin,TX,Columbus,OH,tier1_core,high demand metro to metro lane
Austin,TX,Cincinnati,OH,tier1_core,high demand metro to metro lane
Austin,TX,Cleveland,OH,tier1_core,high demand metro to metro lane
Austin,TX,Detroit,MI,tier1_core,high demand metro to metro lane
Austin,TX,Minneapolis,MN,tier1_core,high demand metro to metro lane
Austin,TX,Milwaukee,WI,tier1_core,high demand metro to metro lane
Austin,TX,Nashville,TN,tier1_core,high demand metro to metro lane
Austin,TX,Memphis,TN,tier1_core,high demand metro to metro lane
Austin,TX,Atlanta,GA,tier1_core,high demand metro to metro lane
Austin,TX,Charlotte,NC,tier1_core,high demand metro to metro lane
Austin,TX,Raleigh,NC,tier1_core,high demand metro to metro lane
Austin,TX,Jacksonville,FL,tier1_core,high demand metro to metro lane
Austin,TX,Orlando,FL,tier1_core,high demand metro to metro lane
Austin,TX,Tampa,FL,tier1_core,high demand metro to metro lane
Austin,TX,Miami,FL,tier1_core,high demand metro to metro lane
Austin,TX,New York,NY,tier1_core,high demand metro to metro lane
Austin,TX,Newark,NJ,tier1_core,high demand metro to metro lane
Austin,TX,Philadelphia,PA,tier1_core,high demand metro to metro lane
Austin,TX,Baltimore,MD,tier1_core,high demand metro to metro lane
Kansas City,MO,Los Angeles,CA,tier1_core,high demand metro to metro lane
Kansas City,MO,Long Beach,CA,tier1_core,high demand metro to metro lane
Kansas City,MO,San Francisco,CA,tier1_core,high demand metro to metro lane
Kansas City,MO,Oakland,CA,tier1_core,high demand metro to metro lane
Kansas City,MO,San Diego,CA,tier1_core,high demand metro to metro lane
Kansas City,MO,Phoenix,AZ,tier1_core,high demand metro to metro lane
Kansas City,MO,Las Vegas,NV,tier1_core,high demand metro to metro lane
Kansas City,MO,Seattle,WA,tier1_core,high demand metro to metro lane
Kansas City,MO,Tacoma,WA,tier1_core,high demand metro to metro lane
Kansas City,MO,Portland,OR,tier1_core,high demand metro to metro lane
Kansas City,MO,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Kansas City,MO,Denver,CO,tier1_core,high demand metro to metro lane
Kansas City,MO,Dallas,TX,tier1_core,high demand metro to metro lane
Kansas City,MO,Fort Worth,TX,tier1_core,high demand metro to metro lane
Kansas City,MO,Houston,TX,tier1_core,high demand metro to metro lane
Kansas City,MO,San Antonio,TX,tier1_core,high demand metro to metro lane
Kansas City,MO,Austin,TX,tier1_core,high demand metro to metro lane
Kansas City,MO,St Louis,MO,tier1_core,high demand metro to metro lane
Kansas City,MO,Chicago,IL,tier1_core,high demand metro to metro lane
Kansas City,MO,Indianapolis,IN,tier1_core,high demand metro to metro lane
Kansas City,MO,Columbus,OH,tier1_core,high demand metro to metro lane
Kansas City,MO,Cincinnati,OH,tier1_core,high demand metro to metro lane
Kansas City,MO,Cleveland,OH,tier1_core,high demand metro to metro lane
Kansas City,MO,Detroit,MI,tier1_core,high demand metro to metro lane
Kansas City,MO,Minneapolis,MN,tier1_core,high demand metro to metro lane
Kansas City,MO,Milwaukee,WI,tier1_core,high demand metro to metro lane
Kansas City,MO,Nashville,TN,tier1_core,high demand metro to metro lane
Kansas City,MO,Memphis,TN,tier1_core,high demand metro to metro lane
Kansas City,MO,Atlanta,GA,tier1_core,high demand metro to metro lane
Kansas City,MO,Charlotte,NC,tier1_core,high demand metro to metro lane
Kansas City,MO,Raleigh,NC,tier1_core,high demand metro to metro lane
Kansas City,MO,Jacksonville,FL,tier1_core,high demand metro to metro lane
Kansas City,MO,Orlando,FL,tier1_core,high demand metro to metro lane
Kansas City,MO,Tampa,FL,tier1_core,high demand metro to metro lane
Kansas City,MO,Miami,FL,tier1_core,high demand metro to metro lane
Kansas City,MO,New York,NY,tier1_core,high demand metro to metro lane
Kansas City,MO,Newark,NJ,tier1_core,high demand metro to metro lane
Kansas City,MO,Philadelphia,PA,tier1_core,high demand metro to metro lane
Kansas City,MO,Baltimore,MD,tier1_core,high demand metro to metro lane
St Louis,MO,Los Angeles,CA,tier1_core,high demand metro to metro lane
St Louis,MO,Long Beach,CA,tier1_core,high demand metro to metro lane
St Louis,MO,San Francisco,CA,tier1_core,high demand metro to metro lane
St Louis,MO,Oakland,CA,tier1_core,high demand metro to metro lane
St Louis,MO,San Diego,CA,tier1_core,high demand metro to metro lane
St Louis,MO,Phoenix,AZ,tier1_core,high demand metro to metro lane
St Louis,MO,Las Vegas,NV,tier1_core,high demand metro to metro lane
St Louis,MO,Seattle,WA,tier1_core,high demand metro to metro lane
St Louis,MO,Tacoma,WA,tier1_core,high demand metro to metro lane
St Louis,MO,Portland,OR,tier1_core,high demand metro to metro lane
St Louis,MO,Salt Lake City,UT,tier1_core,high demand metro to metro lane
St Louis,MO,Denver,CO,tier1_core,high demand metro to metro lane
St Louis,MO,Dallas,TX,tier1_core,high demand metro to metro lane
St Louis,MO,Fort Worth,TX,tier1_core,high demand metro to metro lane
St Louis,MO,Houston,TX,tier1_core,high demand metro to metro lane
St Louis,MO,San Antonio,TX,tier1_core,high demand metro to metro lane
St Louis,MO,Austin,TX,tier1_core,high demand metro to metro lane
St Louis,MO,Kansas City,MO,tier1_core,high demand metro to metro lane
St Louis,MO,Chicago,IL,tier1_core,high demand metro to metro lane
St Louis,MO,Indianapolis,IN,tier1_core,high demand metro to metro lane
St Louis,MO,Columbus,OH,tier1_core,high demand metro to metro lane
St Louis,MO,Cincinnati,OH,tier1_core,high demand metro to metro lane
St Louis,MO,Cleveland,OH,tier1_core,high demand metro to metro lane
St Louis,MO,Detroit,MI,tier1_core,high demand metro to metro lane
St Louis,MO,Minneapolis,MN,tier1_core,high demand metro to metro lane
St Louis,MO,Milwaukee,WI,tier1_core,high demand metro to metro lane
St Louis,MO,Nashville,TN,tier1_core,high demand metro to metro lane
St Louis,MO,Memphis,TN,tier1_core,high demand metro to metro lane
St Louis,MO,Atlanta,GA,tier1_core,high demand metro to metro lane
St Louis,MO,Charlotte,NC,tier1_core,high demand metro to metro lane
St Louis,MO,Raleigh,NC,tier1_core,high demand metro to metro lane
St Louis,MO,Jacksonville,FL,tier1_core,high demand metro to metro lane
St Louis,MO,Orlando,FL,tier1_core,high demand metro to metro lane
St Louis,MO,Tampa,FL,tier1_core,high demand metro to metro lane
St Louis,MO,Miami,FL,tier1_core,high demand metro to metro lane
St Louis,MO,New York,NY,tier1_core,high demand metro to metro lane
St Louis,MO,Newark,NJ,tier1_core,high demand metro to metro lane
St Louis,MO,Philadelphia,PA,tier1_core,high demand metro to metro lane
St Louis,MO,Baltimore,MD,tier1_core,high demand metro to metro lane
Chicago,IL,Los Angeles,CA,tier1_core,high demand metro to metro lane
Chicago,IL,Long Beach,CA,tier1_core,high demand metro to metro lane
Chicago,IL,San Francisco,CA,tier1_core,high demand metro to metro lane
Chicago,IL,Oakland,CA,tier1_core,high demand metro to metro lane
Chicago,IL,San Diego,CA,tier1_core,high demand metro to metro lane
Chicago,IL,Phoenix,AZ,tier1_core,high demand metro to metro lane
Chicago,IL,Las Vegas,NV,tier1_core,high demand metro to metro lane
Chicago,IL,Seattle,WA,tier1_core,high demand metro to metro lane
Chicago,IL,Tacoma,WA,tier1_core,high demand metro to metro lane
Chicago,IL,Portland,OR,tier1_core,high demand metro to metro lane
Chicago,IL,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Chicago,IL,Denver,CO,tier1_core,high demand metro to metro lane
Chicago,IL,Dallas,TX,tier1_core,high demand metro to metro lane
Chicago,IL,Fort Worth,TX,tier1_core,high demand metro to metro lane
Chicago,IL,Houston,TX,tier1_core,high demand metro to metro lane
Chicago,IL,San Antonio,TX,tier1_core,high demand metro to metro lane
Chicago,IL,Austin,TX,tier1_core,high demand metro to metro lane
Chicago,IL,Kansas City,MO,tier1_core,high demand metro to metro lane
Chicago,IL,St Louis,MO,tier1_core,high demand metro to metro lane
Chicago,IL,Indianapolis,IN,tier1_core,high demand metro to metro lane
Chicago,IL,Columbus,OH,tier1_core,high demand metro to metro lane
Chicago,IL,Cincinnati,OH,tier1_core,high demand metro to metro lane
Chicago,IL,Cleveland,OH,tier1_core,high demand metro to metro lane
Chicago,IL,Detroit,MI,tier1_core,high demand metro to metro lane
Chicago,IL,Minneapolis,MN,tier1_core,high demand metro to metro lane
Chicago,IL,Milwaukee,WI,tier1_core,high demand metro to metro lane
Chicago,IL,Nashville,TN,tier1_core,high demand metro to metro lane
Chicago,IL,Memphis,TN,tier1_core,high demand metro to metro lane
Chicago,IL,Atlanta,GA,tier1_core,high demand metro to metro lane
Chicago,IL,Charlotte,NC,tier1_core,high demand metro to metro lane
Chicago,IL,Raleigh,NC,tier1_core,high demand metro to metro lane
Chicago,IL,Jacksonville,FL,tier1_core,high demand metro to metro lane
Chicago,IL,Orlando,FL,tier1_core,high demand metro to metro lane
Chicago,IL,Tampa,FL,tier1_core,high demand metro to metro lane
Chicago,IL,Miami,FL,tier1_core,high demand metro to metro lane
Chicago,IL,New York,NY,tier1_core,high demand metro to metro lane
Chicago,IL,Newark,NJ,tier1_core,high demand metro to metro lane
Chicago,IL,Philadelphia,PA,tier1_core,high demand metro to metro lane
Chicago,IL,Baltimore,MD,tier1_core,high demand metro to metro lane
Indianapolis,IN,Los Angeles,CA,tier1_core,high demand metro to metro lane
Indianapolis,IN,Long Beach,CA,tier1_core,high demand metro to metro lane
Indianapolis,IN,San Francisco,CA,tier1_core,high demand metro to metro lane
Indianapolis,IN,Oakland,CA,tier1_core,high demand metro to metro lane
Indianapolis,IN,San Diego,CA,tier1_core,high demand metro to metro lane
Indianapolis,IN,Phoenix,AZ,tier1_core,high demand metro to metro lane
Indianapolis,IN,Las Vegas,NV,tier1_core,high demand metro to metro lane
Indianapolis,IN,Seattle,WA,tier1_core,high demand metro to metro lane
Indianapolis,IN,Tacoma,WA,tier1_core,high demand metro to metro lane
Indianapolis,IN,Portland,OR,tier1_core,high demand metro to metro lane
Indianapolis,IN,Salt Lake City,UT,tier1_core,high demand metro to metro lane
Indianapolis,IN,Denver,CO,tier1_core,high demand metro to metro lane
Indianapolis,IN,Dallas,TX,tier1_core,high demand metro to metro lane
Indianapolis,IN,Fort Worth,TX,tier1_core,high demand metro to metro lane
Indianapolis,IN,Houston,TX,tier1_core,high demand metro to metro lane
Indianapolis,IN,San Antonio,TX,tier1_core,high demand metro to metro lane
Indianapolis,IN,Austin,TX,tier1_core,high demand metro to metro lane
Indianapolis,IN,Kansas City,MO,tier1_core,high demand metro to metro lane
Indianapolis,IN,St Louis,MO,tier1_core,high demand metro to metro lane
Indianapolis,IN,Chicago,IL,tier1_core,high demand metro to metro lane
Indianapolis,IN,Columbus,OH,tier1_core,high demand metro to metro lane
Indianapolis,IN,Cincinnati,OH,tier1_core,high demand metro to metro lane
Indianapolis,IN,Cleveland,OH,tier1_core,high demand metro to metro lane
Indianapolis,IN,Detroit,MI,tier1_core,high demand metro to metro lane
Indianapolis,IN,Minneapolis,MN,tier1_core,high demand metro to metro lane
Indianapolis,IN,Milwaukee,WI,tier1_core,high demand metro to metro lane
Indianapolis,IN,Nashville,TN,tier1_core,high demand metro to metro lane
Indianapolis,IN,Memphis,TN,tier1_core,high demand metro to metro lane
Indianapolis,IN,Atlanta,GA,tier1_core,high demand metro to metro lane
Indianapolis,IN,Charlotte,NC,tier1_core,high demand metro to metro lane
Indianapolis,IN,Raleigh,NC,tier1_core,high demand metro to metro lane
Indianapolis,IN,Jacksonville,FL,tier1_core,high demand metro to metro lane
